w,h,c,n,k,f_w,f_h,pad_w,pad_h,stride_w,stride_h,precision,fwd_time(usec),fwd_algo,pad_kernels
16,16,2,8,8,5,5,0,1,5,1,half,13,IMPLICIT_GEMM,0.0
64,64,2,4,8,5,5,0,0,2,2,half,13,IMPLICIT_GEMM,0.0
96,96,64,8,16,3,3,1,0,5,5,half,70,IMPLICIT_GEMM,0.0
720,364,1,32,4,5,5,0,1,5,3,half,403,IMPLICIT_PRECOMP_GEMM,0.0
160,160,32,8,64,3,3,1,1,5,3,half,97,IMPLICIT_GEMM,0.0
32,32,4,8,16,5,5,1,1,2,1,half,25,IMPLICIT_GEMM,0.0
256,256,16,8,32,5,5,0,0,2,2,half,799,IMPLICIT_PRECOMP_GEMM,0.0
320,320,2,1,32,5,5,0,0,5,1,half,33,IMPLICIT_GEMM,0.0
40,30,64,32,16,3,3,0,1,1,1,half,356,IMPLICIT_PRECOMP_GEMM,0.0
96,96,32,1,32,3,3,1,1,1,1,half,61,IMPLICIT_GEMM,0.0
240,64,32,4,2,5,5,0,1,2,2,half,189,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,64,4,3,3,1,0,2,5,half,11,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,4,2,5,5,1,0,2,1,half,412,IMPLICIT_PRECOMP_GEMM,0.0
64,64,4,16,64,3,3,1,0,1,2,half,54,IMPLICIT_GEMM,0.0
400,300,2,32,16,5,5,1,1,5,3,half,372,IMPLICIT_GEMM,0.0
160,160,4,4,64,5,5,0,1,5,3,half,31,IMPLICIT_GEMM,0.0
640,480,4,1,8,5,5,1,0,2,2,half,157,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,1,4,3,3,0,1,2,5,half,17,IMPLICIT_GEMM,0.0
72,64,8,2,64,3,3,0,0,3,3,half,17,IMPLICIT_GEMM,0.0
240,240,32,2,2,5,5,1,1,2,3,half,249,IMPLICIT_PRECOMP_GEMM,0.0
48,32,2,8,1,5,5,0,0,2,2,half,13,IMPLICIT_GEMM,0.0
720,364,8,8,8,3,3,1,0,1,3,half,1989,IMPLICIT_PRECOMP_GEMM,0.0
256,192,32,16,64,3,3,1,1,2,1,half,1915,IMPLICIT_PRECOMP_GEMM,0.0
600,480,64,1,16,5,5,0,1,5,5,half,373,IMPLICIT_PRECOMP_GEMM,0.0
240,240,4,64,8,3,3,0,0,3,3,half,571,IMPLICIT_GEMM,0.0
72,64,8,4,1,5,5,1,1,3,3,half,29,IMPLICIT_GEMM,0.0
48,32,8,4,16,3,3,0,1,1,5,half,12,IMPLICIT_GEMM,0.0
40,30,2,4,8,5,5,1,0,1,1,half,13,IMPLICIT_GEMM,0.0
32,32,4,8,8,3,3,0,0,1,2,half,13,IMPLICIT_GEMM,0.0
40,30,64,8,4,5,5,1,1,3,1,half,135,IMPLICIT_PRECOMP_GEMM,0.0
16,16,2,8,16,5,5,0,0,2,2,half,13,IMPLICIT_GEMM,0.0
72,64,4,2,4,5,5,1,0,5,2,half,19,IMPLICIT_GEMM,0.0
600,480,1,8,1,3,3,0,0,2,1,half,633,IMPLICIT_GEMM,0.0
72,64,16,1,1,3,3,0,1,1,1,half,23,IMPLICIT_GEMM,0.0
160,160,2,4,1,3,3,0,1,3,1,half,26,IMPLICIT_GEMM,0.0
32,32,4,1,16,5,5,0,1,1,1,half,13,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,4,32,5,5,1,1,2,5,half,13,IMPLICIT_GEMM,0.0
96,96,16,8,1,3,3,0,0,1,3,half,23,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,16,32,5,5,1,1,1,2,half,307,IMPLICIT_PRECOMP_GEMM,0.0
160,160,1,32,32,5,5,0,1,5,1,half,133,IMPLICIT_GEMM,0.0
48,32,1,4,2,3,3,0,0,1,1,half,6,IMPLICIT_GEMM,0.0
240,240,64,8,64,3,3,1,0,1,1,half,3211,WINOGRAD_NONFUSED,0.0
32,32,4,16,2,5,5,0,1,3,5,half,19,IMPLICIT_GEMM,0.0
240,240,8,1,8,5,5,0,1,2,1,half,109,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,32,8,3,3,0,1,3,1,half,964,IMPLICIT_GEMM,0.0
240,240,2,64,16,3,3,0,0,5,1,half,517,IMPLICIT_GEMM,0.0
72,64,2,8,8,3,3,1,0,1,5,half,11,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,4,64,3,3,1,0,1,2,half,13,IMPLICIT_GEMM,0.0
16,16,1,16,8,3,3,1,0,1,2,half,12,IMPLICIT_GEMM,0.0
240,240,8,32,2,3,3,1,1,5,2,half,126,IMPLICIT_GEMM,0.0
48,32,1,32,1,3,3,1,0,3,5,half,9,IMPLICIT_GEMM,0.0
320,320,32,1,16,5,5,1,0,2,2,half,314,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,16,8,5,5,0,0,1,5,half,1878,IMPLICIT_PRECOMP_GEMM,0.0
640,480,2,4,1,5,5,0,0,1,2,half,807,IMPLICIT_PRECOMP_GEMM,0.0
16,16,64,1,32,3,3,1,0,1,2,half,64,IMPLICIT_GEMM,0.0
640,480,8,8,16,3,3,1,0,3,1,half,1325,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,64,1,5,5,0,0,3,3,half,578,IMPLICIT_GEMM,0.0
720,364,32,32,32,3,3,1,0,3,5,half,2710,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,2,8,3,3,0,1,5,2,half,36,IMPLICIT_GEMM,0.0
240,64,8,4,16,3,3,0,0,5,2,half,25,IMPLICIT_GEMM,0.0
40,30,1,4,4,3,3,1,0,5,3,half,7,IMPLICIT_PRECOMP_GEMM,0.0
96,96,2,8,1,3,3,0,0,1,3,half,21,IMPLICIT_GEMM,0.0
256,192,2,1,64,5,5,1,1,5,2,half,14,IMPLICIT_GEMM,0.0
48,32,32,8,8,5,5,1,1,1,3,half,88,IMPLICIT_GEMM,0.0
256,192,2,16,2,3,3,1,0,1,5,half,100,IMPLICIT_GEMM,0.0
72,64,8,64,16,5,5,0,1,2,5,half,135,IMPLICIT_GEMM,0.0
256,192,1,4,64,5,5,0,1,1,2,half,110,IMPLICIT_GEMM,0.0
72,64,8,16,8,3,3,0,0,3,1,half,55,IMPLICIT_GEMM,0.0
720,364,64,32,1,5,5,0,1,5,2,half,4721,IMPLICIT_GEMM,0.0
256,192,8,64,1,3,3,0,1,3,3,half,158,IMPLICIT_GEMM,0.0
400,300,16,32,16,5,5,0,1,3,3,half,2629,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,1,64,5,5,1,1,5,3,half,87,IMPLICIT_GEMM,0.0
160,160,8,8,16,3,3,1,0,1,3,half,118,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,32,4,5,5,1,0,3,2,half,3162,IMPLICIT_PRECOMP_GEMM,0.0
16,16,1,8,16,5,5,0,0,2,1,half,11,IMPLICIT_GEMM,0.0
160,160,64,2,4,3,3,1,1,3,3,half,117,IMPLICIT_GEMM,0.0
256,256,16,1,4,5,5,1,0,5,2,half,85,IMPLICIT_GEMM,0.0
72,64,2,4,32,5,5,0,0,3,5,half,13,IMPLICIT_GEMM,0.0
240,64,64,64,32,3,3,0,1,5,2,half,936,IMPLICIT_PRECOMP_GEMM,0.0
72,64,1,32,8,5,5,1,1,3,1,half,43,IMPLICIT_GEMM,0.0
160,160,4,16,32,3,3,0,1,2,2,half,147,IMPLICIT_GEMM,0.0
320,320,1,1,16,5,5,1,1,5,2,half,10,IMPLICIT_PRECOMP_GEMM,0.0
320,320,1,16,64,5,5,1,1,3,2,half,294,IMPLICIT_GEMM,0.0
640,480,32,4,32,3,3,1,0,2,1,half,2836,IMPLICIT_PRECOMP_GEMM,0.0
72,64,32,32,4,5,5,1,0,2,2,half,429,IMPLICIT_PRECOMP_GEMM,0.0
72,64,4,16,2,5,5,0,0,3,2,half,42,IMPLICIT_PRECOMP_GEMM,0.0
96,96,32,2,4,3,3,0,1,3,1,half,61,IMPLICIT_GEMM,0.0
240,64,16,2,16,3,3,1,1,1,2,half,53,IMPLICIT_GEMM,0.0
160,160,64,16,64,5,5,1,1,1,1,half,9386,IMPLICIT_PRECOMP_GEMM,0.0
16,16,4,64,1,3,3,1,0,2,1,half,16,IMPLICIT_PRECOMP_GEMM,0.0
160,160,16,2,32,5,5,1,1,1,2,half,166,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,4,4,5,5,1,0,2,5,half,24,IMPLICIT_GEMM,0.0
240,240,64,16,8,3,3,0,1,2,5,half,793,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,64,1,3,3,1,1,5,3,half,715,IMPLICIT_GEMM,0.0
600,480,16,64,1,5,5,1,0,1,1,half,22063,IMPLICIT_GEMM,0.0
160,160,4,32,16,3,3,1,0,2,2,half,292,IMPLICIT_PRECOMP_GEMM,0.0
40,30,64,64,16,3,3,0,0,5,1,half,173,IMPLICIT_GEMM,0.0
256,256,32,16,16,5,5,1,1,1,2,half,6004,IMPLICIT_PRECOMP_GEMM,0.0
96,96,4,16,64,3,3,1,1,2,5,half,27,IMPLICIT_GEMM,0.0
720,364,8,64,16,3,3,0,0,5,2,half,2728,IMPLICIT_PRECOMP_GEMM,0.0
96,96,64,4,32,3,3,0,1,2,5,half,65,IMPLICIT_GEMM,0.0
256,192,8,16,1,5,5,0,1,3,2,half,102,IMPLICIT_GEMM,0.0
600,480,8,1,16,5,5,1,0,3,2,half,180,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,16,32,3,3,0,1,5,3,half,11,IMPLICIT_GEMM,0.0
256,192,8,2,4,5,5,1,1,1,2,half,174,IMPLICIT_PRECOMP_GEMM,0.0
72,64,2,64,2,3,3,1,1,5,3,half,20,IMPLICIT_GEMM,0.0
32,32,1,4,16,5,5,1,1,1,1,half,9,IMPLICIT_GEMM,0.0
240,64,32,1,1,3,3,0,0,5,2,half,44,IMPLICIT_PRECOMP_GEMM,0.0
160,160,8,8,64,3,3,1,1,3,5,half,36,IMPLICIT_GEMM,0.0
72,64,32,64,32,3,3,0,1,1,5,half,291,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,8,1,3,3,1,1,1,2,half,13,IMPLICIT_GEMM,0.0
160,160,32,16,16,5,5,1,0,2,1,half,2332,IMPLICIT_PRECOMP_GEMM,0.0
600,480,4,4,16,3,3,0,0,5,1,half,326,IMPLICIT_GEMM,0.0
32,32,8,1,16,3,3,1,1,5,2,half,12,IMPLICIT_GEMM,0.0
64,64,16,4,2,5,5,1,0,3,2,half,46,IMPLICIT_GEMM,0.0
240,240,8,16,8,3,3,0,0,3,2,half,246,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,8,1,3,3,0,1,5,1,half,60,IMPLICIT_GEMM,0.0
64,64,32,64,1,5,5,0,0,5,3,half,107,IMPLICIT_GEMM,0.0
160,160,2,2,64,5,5,0,1,5,5,half,13,IMPLICIT_GEMM,0.0
240,240,4,32,64,3,3,0,0,1,1,half,2595,IMPLICIT_PRECOMP_GEMM,0.0
600,480,16,32,64,3,3,1,1,2,1,half,12899,IMPLICIT_PRECOMP_GEMM,0.0
64,64,4,4,32,5,5,1,1,3,3,half,19,IMPLICIT_GEMM,0.0
16,16,1,64,1,5,5,1,0,5,5,half,11,IMPLICIT_GEMM,0.0
256,256,2,2,16,3,3,0,1,1,1,half,98,IMPLICIT_GEMM,0.0
256,192,32,16,32,5,5,0,0,2,2,half,2266,IMPLICIT_PRECOMP_GEMM,0.0
256,192,2,64,64,3,3,0,0,5,1,half,612,IMPLICIT_PRECOMP_GEMM,0.0
320,320,1,1,32,3,3,0,1,3,2,half,14,IMPLICIT_GEMM,0.0
96,96,2,2,32,5,5,1,1,3,5,half,13,IMPLICIT_GEMM,0.0
400,300,64,32,2,5,5,0,1,2,2,half,21373,IMPLICIT_PRECOMP_GEMM,0.0
256,192,16,8,2,3,3,1,1,2,2,half,125,IMPLICIT_GEMM,0.0
400,300,4,8,2,3,3,0,1,2,5,half,122,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,8,32,3,3,0,1,1,1,half,26,WINOGRAD_NONFUSED,0.0
40,30,16,1,64,3,3,1,1,3,2,half,23,IMPLICIT_GEMM,0.0
720,364,32,64,64,5,5,1,0,5,2,half,20530,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,4,2,3,3,1,1,2,2,half,6,IMPLICIT_GEMM,0.0
256,256,8,4,4,3,3,1,0,3,3,half,65,IMPLICIT_GEMM,0.0
72,64,8,1,4,3,3,1,1,3,3,half,16,IMPLICIT_GEMM,0.0
400,300,64,64,4,3,3,0,0,5,3,half,4528,IMPLICIT_PRECOMP_GEMM,0.0
72,64,2,1,16,3,3,0,0,2,2,half,11,IMPLICIT_GEMM,0.0
16,16,64,1,8,5,5,0,1,2,5,half,93,IMPLICIT_GEMM,0.0
160,160,16,64,1,5,5,0,1,5,2,half,217,IMPLICIT_GEMM,0.0
48,32,4,2,1,5,5,1,0,3,5,half,19,IMPLICIT_GEMM,0.0
240,64,1,4,4,5,5,0,0,3,5,half,6,IMPLICIT_GEMM,0.0
72,64,1,16,32,3,3,0,1,1,3,half,22,IMPLICIT_GEMM,0.0
256,192,4,1,2,5,5,1,0,5,5,half,19,IMPLICIT_GEMM,0.0
240,240,16,1,1,5,5,0,0,5,1,half,47,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,16,1,3,3,0,0,3,2,half,14,IMPLICIT_GEMM,0.0
256,256,8,16,16,5,5,0,0,3,3,half,403,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,32,3,3,1,1,3,3,half,65,IMPLICIT_GEMM,0.0
320,320,2,64,32,5,5,1,0,5,1,half,1836,IMPLICIT_GEMM,0.0
240,240,16,1,8,3,3,0,1,1,2,half,85,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,2,2,5,5,1,1,5,2,half,87,IMPLICIT_GEMM,0.0
600,480,64,32,2,5,5,1,0,2,3,half,34421,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,32,64,3,3,0,0,2,5,half,8871,IMPLICIT_PRECOMP_GEMM,0.0
40,30,8,2,32,3,3,1,0,5,3,half,16,IMPLICIT_GEMM,0.0
32,32,1,4,8,3,3,0,0,5,2,half,10,IMPLICIT_GEMM,0.0
240,240,1,8,16,3,3,1,0,3,1,half,93,IMPLICIT_GEMM,0.0
16,16,64,2,16,3,3,1,0,3,3,half,62,IMPLICIT_GEMM,0.0
240,240,4,8,16,3,3,0,0,3,2,half,113,IMPLICIT_GEMM,0.0
48,32,1,16,8,3,3,1,1,1,3,half,9,IMPLICIT_GEMM,0.0
320,320,1,1,8,3,3,0,1,3,5,half,11,IMPLICIT_GEMM,0.0
640,480,32,8,4,5,5,0,0,1,3,half,9273,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,2,8,3,3,0,0,2,2,half,86,IMPLICIT_GEMM,0.0
720,364,64,16,8,3,3,0,1,5,2,half,3684,IMPLICIT_PRECOMP_GEMM,0.0
640,480,32,32,16,3,3,1,0,2,2,half,11087,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,8,16,3,3,1,0,2,3,half,126,IMPLICIT_GEMM,0.0
40,30,16,1,16,5,5,0,1,1,5,half,48,IMPLICIT_GEMM,0.0
16,16,16,8,16,3,3,0,0,3,1,half,23,IMPLICIT_GEMM,0.0
16,16,4,2,4,5,5,1,1,1,1,half,19,IMPLICIT_PRECOMP_GEMM,0.0
600,480,64,8,1,5,5,1,0,5,2,half,5309,IMPLICIT_PRECOMP_GEMM,0.0
256,256,16,1,32,5,5,0,0,1,2,half,225,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,64,16,5,5,1,1,2,1,half,6397,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,4,4,3,3,0,1,1,2,half,324,IMPLICIT_GEMM,0.0
96,96,32,4,32,5,5,0,1,3,2,half,159,IMPLICIT_GEMM,0.0
48,32,64,64,4,3,3,1,0,5,2,half,117,IMPLICIT_GEMM,0.0
640,480,32,16,1,3,3,1,0,2,1,half,3010,IMPLICIT_GEMM,0.0
256,256,32,16,4,5,5,0,0,2,3,half,2002,IMPLICIT_PRECOMP_GEMM,0.0
240,240,64,32,1,5,5,1,1,5,1,half,1932,IMPLICIT_GEMM,0.0
16,16,8,2,2,3,3,0,1,5,5,half,14,IMPLICIT_GEMM,0.0
32,32,16,4,32,3,3,1,1,5,2,half,24,IMPLICIT_GEMM,0.0
320,320,16,16,8,5,5,1,0,5,1,half,2013,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,4,64,3,3,1,1,2,3,half,105,IMPLICIT_GEMM,0.0
16,16,16,2,64,3,3,1,0,2,5,half,20,IMPLICIT_GEMM,0.0
256,192,16,8,32,5,5,0,1,3,5,half,171,IMPLICIT_PRECOMP_GEMM,0.0
64,64,2,8,4,5,5,0,1,3,3,half,13,IMPLICIT_GEMM,0.0
640,480,1,32,1,3,3,1,0,2,5,half,536,IMPLICIT_GEMM,0.0
72,64,4,1,4,5,5,1,1,5,3,half,19,IMPLICIT_GEMM,0.0
160,160,64,32,2,3,3,1,0,5,2,half,710,IMPLICIT_PRECOMP_GEMM,0.0
72,64,1,4,8,3,3,0,0,5,2,half,10,IMPLICIT_GEMM,0.0
240,240,64,4,2,5,5,1,1,1,3,half,1749,IMPLICIT_PRECOMP_GEMM,0.0
96,96,1,64,64,5,5,0,1,5,1,half,128,IMPLICIT_GEMM,0.0
256,192,32,4,8,3,3,1,1,3,3,half,146,IMPLICIT_GEMM,0.0
16,16,16,32,64,3,3,0,1,2,1,half,23,IMPLICIT_GEMM,0.0
240,240,2,4,16,5,5,0,1,5,1,half,70,IMPLICIT_GEMM,0.0
64,64,2,64,4,5,5,0,0,3,1,half,112,IMPLICIT_GEMM,0.0
600,480,2,32,8,3,3,1,1,5,2,half,696,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,64,16,5,5,1,1,5,5,half,577,IMPLICIT_PRECOMP_GEMM,0.0
256,256,64,16,8,5,5,1,0,3,2,half,3992,IMPLICIT_PRECOMP_GEMM,0.0
40,30,64,16,8,3,3,1,0,2,5,half,89,IMPLICIT_GEMM,0.0
72,64,32,64,1,3,3,0,0,1,5,half,113,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,64,64,5,5,0,0,5,2,half,4502,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,32,32,3,3,1,1,5,3,half,84,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,4,2,5,5,1,1,3,2,half,279,IMPLICIT_PRECOMP_GEMM,0.0
640,480,2,8,64,3,3,1,1,5,5,half,96,IMPLICIT_GEMM,0.0
40,30,16,2,32,5,5,1,1,1,2,half,48,IMPLICIT_GEMM,0.0
72,64,8,4,64,3,3,0,1,3,2,half,16,IMPLICIT_GEMM,0.0
32,32,64,1,32,3,3,1,0,1,2,half,64,IMPLICIT_GEMM,0.0
320,320,8,16,64,5,5,1,1,2,2,half,1480,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,1,32,3,3,0,0,2,3,half,23,IMPLICIT_GEMM,0.0
64,64,8,8,4,3,3,1,1,3,3,half,16,IMPLICIT_GEMM,0.0
640,480,8,8,1,3,3,1,0,5,2,half,109,IMPLICIT_PRECOMP_GEMM,0.0
256,192,64,2,64,3,3,1,0,1,1,half,880,IMPLICIT_PRECOMP_GEMM,0.0
600,480,8,4,2,3,3,1,0,5,2,half,95,IMPLICIT_GEMM,0.0
240,64,64,8,1,3,3,0,1,2,2,half,271,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,8,16,5,5,1,1,2,3,half,320,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,16,32,5,5,0,1,2,2,half,13,IMPLICIT_GEMM,0.0
32,32,4,32,1,5,5,0,0,3,5,half,19,IMPLICIT_GEMM,0.0
240,240,16,16,32,5,5,1,1,5,1,half,1172,IMPLICIT_PRECOMP_GEMM,0.0
40,30,8,2,32,5,5,1,0,2,2,half,29,IMPLICIT_GEMM,0.0
320,320,64,4,64,3,3,1,0,2,1,half,1842,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,2,1,5,5,1,0,1,5,half,18,IMPLICIT_GEMM,0.0
600,480,16,8,32,3,3,0,1,1,5,half,1217,IMPLICIT_PRECOMP_GEMM,0.0
40,30,4,1,1,3,3,0,1,2,1,half,14,IMPLICIT_GEMM,0.0
256,192,8,32,8,3,3,0,1,1,3,half,804,IMPLICIT_PRECOMP_GEMM,0.0
16,16,4,32,16,5,5,1,0,3,2,half,19,IMPLICIT_GEMM,0.0
160,160,2,4,16,3,3,1,1,1,2,half,38,IMPLICIT_GEMM,0.0
320,320,64,4,4,3,3,0,0,5,5,half,189,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,64,2,5,5,1,1,2,2,half,9186,IMPLICIT_PRECOMP_GEMM,0.0
256,192,8,2,1,3,3,1,1,2,3,half,44,IMPLICIT_GEMM,0.0
48,32,4,32,2,5,5,1,1,2,3,half,30,IMPLICIT_PRECOMP_GEMM,0.0
240,240,8,8,4,3,3,0,0,1,5,half,147,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,64,16,3,3,0,1,1,1,half,5717,IMPLICIT_GEMM,0.0
256,256,64,8,8,5,5,0,1,2,5,half,1286,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,32,16,3,3,1,1,3,2,half,576,IMPLICIT_PRECOMP_GEMM,0.0
16,16,2,32,4,3,3,0,1,1,1,half,11,IMPLICIT_PRECOMP_GEMM,0.0
72,64,8,1,1,5,5,0,0,3,1,half,23,IMPLICIT_PRECOMP_GEMM,0.0
48,32,32,64,1,5,5,0,0,5,1,half,100,IMPLICIT_GEMM,0.0
40,30,8,16,4,3,3,0,1,3,1,half,12,IMPLICIT_PRECOMP_GEMM,0.0
160,160,8,8,64,3,3,0,1,5,1,half,87,IMPLICIT_GEMM,0.0
256,256,16,16,8,3,3,0,0,3,1,half,883,IMPLICIT_PRECOMP_GEMM,0.0
16,16,2,8,4,5,5,1,1,3,3,half,13,IMPLICIT_GEMM,0.0
72,64,64,64,64,5,5,0,1,5,1,half,1360,IMPLICIT_PRECOMP_GEMM,0.0
640,480,32,1,8,3,3,1,0,2,1,half,1510,IMPLICIT_GEMM,0.0
400,300,4,16,2,5,5,0,1,3,3,half,428,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,1,8,3,3,0,0,3,1,half,13,IMPLICIT_GEMM,0.0
400,300,64,4,1,3,3,1,1,3,3,half,497,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,8,2,3,3,1,1,5,1,half,116,IMPLICIT_GEMM,0.0
96,96,16,16,1,3,3,1,1,1,3,half,60,IMPLICIT_GEMM,0.0
40,30,32,1,32,3,3,0,1,5,1,half,36,IMPLICIT_GEMM,0.0
600,480,16,1,4,5,5,0,1,5,1,half,310,IMPLICIT_GEMM,0.0
240,64,64,2,32,3,3,1,0,3,2,half,71,IMPLICIT_GEMM,0.0
72,64,4,32,16,5,5,0,0,1,1,half,334,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,4,4,3,3,0,1,3,5,half,118,IMPLICIT_GEMM,0.0
240,240,1,1,8,5,5,1,1,2,3,half,11,IMPLICIT_GEMM,0.0
48,32,32,2,8,3,3,1,1,5,5,half,44,IMPLICIT_GEMM,0.0
400,300,2,16,2,5,5,1,1,2,2,half,664,IMPLICIT_GEMM,0.0
400,300,2,64,2,5,5,0,1,2,1,half,5211,IMPLICIT_GEMM,0.0
96,96,32,2,1,5,5,0,1,5,1,half,86,IMPLICIT_GEMM,0.0
160,160,64,2,8,3,3,0,1,5,2,half,71,IMPLICIT_GEMM,0.0
72,64,8,64,64,3,3,0,0,5,2,half,72,IMPLICIT_GEMM,0.0
256,256,32,4,16,3,3,1,0,5,3,half,122,IMPLICIT_GEMM,0.0
240,64,32,8,16,3,3,1,0,1,5,half,144,IMPLICIT_GEMM,0.0
240,64,16,32,16,5,5,1,1,5,2,half,329,IMPLICIT_PRECOMP_GEMM,0.0
600,480,64,64,16,3,3,0,0,2,3,half,25961,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,16,2,5,5,0,1,1,3,half,1044,IMPLICIT_GEMM,0.0
720,364,2,8,32,5,5,1,1,1,5,half,599,IMPLICIT_GEMM,0.0
720,364,1,8,4,3,3,0,0,1,1,half,412,IMPLICIT_GEMM,0.0
64,64,8,64,4,5,5,0,0,2,2,half,207,IMPLICIT_PRECOMP_GEMM,0.0
720,364,1,32,1,3,3,1,0,5,5,half,190,IMPLICIT_GEMM,0.0
240,64,64,16,8,5,5,0,0,1,3,half,1732,IMPLICIT_PRECOMP_GEMM,0.0
64,64,64,2,8,3,3,1,1,3,1,half,64,IMPLICIT_GEMM,0.0
600,480,8,8,4,5,5,1,1,1,3,half,1906,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,32,16,5,5,1,1,3,5,half,374,IMPLICIT_GEMM,0.0
320,320,2,1,4,5,5,1,0,5,2,half,17,IMPLICIT_GEMM,0.0
256,256,32,64,16,3,3,0,0,2,2,half,4637,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,32,2,5,5,1,1,3,1,half,74334,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,32,64,5,5,1,1,2,3,half,322,IMPLICIT_PRECOMP_GEMM,0.0
16,16,16,4,64,5,5,0,0,1,2,half,49,IMPLICIT_GEMM,0.0
256,192,2,16,4,3,3,0,1,1,3,half,172,IMPLICIT_GEMM,0.0
240,64,8,64,64,3,3,1,1,1,2,half,917,IMPLICIT_PRECOMP_GEMM,0.0
240,64,64,8,32,3,3,0,0,3,5,half,117,IMPLICIT_GEMM,0.0
720,364,4,8,16,5,5,0,1,2,2,half,1037,IMPLICIT_PRECOMP_GEMM,0.0
40,30,8,16,2,3,3,0,1,3,3,half,12,IMPLICIT_PRECOMP_GEMM,0.0
256,256,1,8,64,3,3,1,1,5,5,half,27,IMPLICIT_GEMM,0.0
240,240,4,8,4,5,5,0,1,3,2,half,161,IMPLICIT_PRECOMP_GEMM,0.0
40,30,1,64,4,3,3,1,1,3,5,half,10,IMPLICIT_GEMM,0.0
400,300,16,4,8,3,3,0,1,3,5,half,100,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,2,1,3,3,1,0,1,2,half,23,IMPLICIT_PRECOMP_GEMM,0.0
240,64,4,32,32,5,5,1,0,1,5,half,199,IMPLICIT_PRECOMP_GEMM,0.0
40,30,2,2,2,5,5,1,1,5,5,half,13,IMPLICIT_GEMM,0.0
16,16,1,1,8,3,3,0,1,2,2,half,10,IMPLICIT_GEMM,0.0
240,240,1,1,64,3,3,1,1,2,5,half,11,IMPLICIT_GEMM,0.0
40,30,2,32,32,5,5,0,1,5,1,half,17,IMPLICIT_GEMM,0.0
96,96,4,4,64,5,5,0,1,1,2,half,58,IMPLICIT_GEMM,0.0
240,240,4,1,8,5,5,0,0,2,2,half,44,IMPLICIT_GEMM,0.0
96,96,2,1,8,3,3,0,0,2,2,half,11,IMPLICIT_GEMM,0.0
320,320,4,8,16,5,5,1,0,2,3,half,280,IMPLICIT_PRECOMP_GEMM,0.0
400,300,32,16,16,3,3,0,0,1,5,half,1715,IMPLICIT_PRECOMP_GEMM,0.0
160,160,2,1,8,3,3,1,1,2,2,half,11,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,64,8,3,3,1,1,2,2,half,45,IMPLICIT_GEMM,0.0
16,16,1,32,4,5,5,0,0,3,3,half,13,IMPLICIT_PRECOMP_GEMM,0.0
256,256,32,1,2,5,5,0,0,3,3,half,92,IMPLICIT_PRECOMP_GEMM,0.0
240,240,1,64,64,5,5,0,1,1,5,half,629,IMPLICIT_GEMM,0.0
